,logFC,logCPM,PValue,FDR
YDL055C,-0.173268972,10.53260284,0.02929365,0.054592293
YBR171W,0.435208314,6.247309791,0.029439303,0.054846459
YDR021W,-0.91847557,3.303364094,0.029518204,0.054976145
YIL072W,0.594852902,3.651682307,0.029650782,0.055205689
YCR061W,0.389226874,6.177157701,0.029734948,0.055344979
YKL201C,0.364714728,6.214815064,0.029826019,0.05549703
YDL148C,-0.502015628,6.223288067,0.029848493,0.055520908
YOR361C,-0.281935895,8.151116898,0.029857619,0.055520908
YNL183C,0.265805787,6.176732489,0.029934039,0.055645526
YER069W,0.459273358,5.927094401,0.029978317,0.055710333
YGR262C,0.25293995,6.28745209,0.03000986,0.055751442
YOR287C,-0.948169778,2.793202233,0.030055437,0.055818588
YDL088C,0.318917434,6.461933238,0.030120976,0.055922753
YCR099C,0.764221565,3.581440517,0.030164941,0.055986812
YPL233W,0.38827379,4.936236699,0.030179726,0.055991829
YDR034W-B,1.033218079,2.520534423,0.03018657,0.055991829
YPR144C,-0.429845426,5.214535395,0.030409193,0.056387086
YDR135C,0.205422794,7.987007971,0.030426022,0.056400618
YNL123W,-0.373487882,6.564741762,0.030496413,0.056513396
YMR204C,0.451640572,4.755916941,0.030627061,0.056737734
YIL036W,0.249085646,7.137741574,0.030982494,0.057378222
YOL153C,-0.299956241,6.019299849,0.031093751,0.057566246
YDL052C,-0.222823221,7.276717078,0.031218789,0.057771643
YNL061W,-0.30852283,7.171912951,0.031224221,0.057771643
YBR187W,-0.254427078,7.438942693,0.031301551,0.057896618
YGR099W,0.389909408,5.05548865,0.031392021,0.058045808
YGL235W,-1.498646994,1.740947977,0.031427227,0.058092752
YPR082C,0.380032169,5.22007413,0.031576906,0.05834243
YNL216W,-0.347605069,6.280023477,0.031590851,0.05834243
YMR118C,0.624948862,3.407700172,0.031591878,0.05834243
YPL256C,-0.328661689,6.167339179,0.031638709,0.058410684
YLR197W,-0.326771133,8.234340455,0.031763017,0.058618324
YMR113W,0.328945574,5.679478735,0.031770993,0.058618324
YHR156C,0.622301294,3.69116565,0.031811732,0.058675192
YDR167W,0.275406247,6.238435717,0.031925019,0.058865795
YDR305C,0.394846227,5.090790959,0.031999439,0.058984636
YKR017C,0.384726897,5.758247138,0.032021969,0.058999398
YEL020W-A,0.337781846,5.193216316,0.032033159,0.058999398
YDR210W,-0.310556662,6.150461043,0.032037361,0.058999398
YKL040C,0.327713732,5.953000245,0.032138344,0.059166951
YJR100C,0.342661906,5.537472052,0.032159298,0.059187112
YPR058W,0.31428898,6.199964022,0.032256264,0.059347112
YOL148C,0.281787994,5.950532582,0.032377895,0.059542806
YNR002C,0.344351915,5.456860026,0.032382753,0.059542806
YLR372W,-0.279204072,8.112807209,0.03244071,0.059630842
YOR188W,0.329667349,5.540264523,0.032809852,0.06029065
YHR151C,0.404841239,5.167743223,0.03291037,0.060456585
YER057C,0.211407128,7.59809844,0.032946323,0.060503846
YBL089W,0.322214971,5.479604873,0.033006095,0.060594807
YMR177W,-0.401193735,5.297767277,0.033144955,0.060830862
YPL138C,0.387429044,5.088466088,0.03317864,0.060873803
YDL234C,-0.228382336,7.282751824,0.033296689,0.061071454
YER066W,0.371038014,5.016007876,0.033350794,0.061151736
YKL194C,0.324208514,5.314767364,0.033501869,0.061409714
YNL264C,0.314981006,6.035072506,0.033532573,0.06144696
YMR176W,0.308050449,5.596878568,0.033635104,0.061615762
YDR225W,-0.347204515,9.550297255,0.03420479,0.062639971
YDL001W,0.480134059,4.967885959,0.034316153,0.062824468
YMR313C,0.275741447,6.226942497,0.034343883,0.062855785
YPL100W,0.293881635,5.859961159,0.034358095,0.062862353
YJR050W,0.414718778,5.269433642,0.034382667,0.062887863
YPR156C,0.237849718,7.825240662,0.034495049,0.063063512
YNL272C,0.279184487,6.33999882,0.034500015,0.063063512
YBR044C,0.290269097,5.910398119,0.034557343,0.063148796
YFL037W,0.184648592,8.931091971,0.0345705,0.063153334
YBR020W,0.518302925,4.34258057,0.034624478,0.063232419
YBR298C-A,3.185754675,0.986808882,0.034664807,0.063286536
YOL007C,-0.293848339,5.877786689,0.034683002,0.063300223
YKR008W,0.386260206,6.088735387,0.034798137,0.063480891
YOR260W,-0.272261085,7.000893553,0.034811185,0.063480891
YJL094C,0.366462347,6.327898979,0.034814178,0.063480891
YOR388C,0.706133153,3.25393044,0.034906219,0.063629112
YPL215W,0.349518424,6.179173644,0.034923802,0.063641558
YNL298W,0.363082607,6.25916493,0.034983532,0.063730775
YPR158W,0.634922911,4.441909489,0.035103249,0.063911403
YOR016C,0.32730167,5.679337113,0.035104286,0.063911403
YMR290C,-0.391222505,6.994824242,0.035121691,0.063923422
YJL186W,0.216971186,6.788843126,0.035245473,0.064128986
YBR298C,0.345335081,7.537515184,0.035290641,0.064182109
YMR152W,0.23590793,6.646712178,0.035296364,0.064182109
YEL032W,0.239637837,6.774209335,0.035482436,0.064500637
YGR006W,0.486346274,4.253359332,0.035611267,0.064714947
YNL041C,0.315574069,6.182484341,0.035728739,0.064908489
YGL038C,0.236714109,6.94183605,0.035786714,0.064993857
YBL008W,0.39503341,5.222469955,0.036127692,0.065592989
YGR081C,-0.579044644,4.407761785,0.036162112,0.065635342
YKR003W,0.257296639,6.346211846,0.036180221,0.065648073
YNL204C,0.600359318,3.938587432,0.036261568,0.065775506
YEL005C,0.36820411,4.678971416,0.036295015,0.065816
YOR259C,0.192698179,7.985359195,0.0363184,0.065838227
YDR192C,0.321570932,5.250017614,0.036388797,0.065945639
YDR071C,0.318134885,7.340956955,0.036731078,0.066545556
YBR031W,-0.181321596,11.36101053,0.036761208,0.066579758
YHR013C,0.227449373,6.559364848,0.036964716,0.066927854
YBR215W,0.389980176,5.735241059,0.037067554,0.067093519
YER049W,-0.382657731,6.776074399,0.037151623,0.067225124
YJR126C,0.190532382,7.569291467,0.037204652,0.067300498
YBR110W,0.28131692,6.449597318,0.037219213,0.067306261
YMR019W,0.33048889,5.817376757,0.037242981,0.067315203
YAL027W,0.337869292,5.061956101,0.037246911,0.067315203
YMR175W,1.134808338,2.051631602,0.037407607,0.067584981
YLR404W,0.482476644,4.391595933,0.037634236,0.067973679
YNL257C,0.329707973,6.05467166,0.037737021,0.068138526
YBR179C,0.281065555,5.721973868,0.037924364,0.068455906
YNL045W,0.230135929,7.05348282,0.038061376,0.068682269
YMR322C,3.195412512,0.987609347,0.038085285,0.06868479
YKL099C,-0.61453557,4.928910465,0.038085989,0.06868479
YIL130W,0.438437123,5.491018462,0.038131338,0.06874562
YJL110C,0.313859038,5.663209963,0.038231238,0.068904732
YER160C,-1.782164311,6.623345277,0.038485868,0.069342533
YHR218W,1.091541453,3.818997815,0.038580999,0.069492776
YML002W,0.302559479,5.730445771,0.038734799,0.069748571
YAL010C,0.365191268,5.38255948,0.038794906,0.069835552
YDL178W,0.217444196,6.536961553,0.038833522,0.069883804
YLR419W,-0.501582254,5.353957574,0.039003034,0.070167514
YPL229W,0.428072106,4.670957369,0.039342834,0.07075731
YGR053C,0.597395736,3.952061906,0.03937401,0.070791863
YJL151C,0.253292654,8.356382582,0.039715979,0.071385009
YML120C,0.280640166,7.201440273,0.039749427,0.071423431
YGR276C,0.282961288,6.398364721,0.039944882,0.071752844
YMR266W,-0.239128675,7.448925009,0.040099449,0.071987993
YNR065C,0.280412249,6.096113229,0.040100123,0.071987993
YMR231W,0.279893005,5.796425058,0.040167804,0.072087624
YPL045W,0.265541238,5.716211481,0.040185546,0.072097597
YDR168W,0.256919256,6.697785268,0.040203624,0.072108168
YDL043C,-0.516601068,4.548711768,0.040265496,0.072197255
YGL140C,0.21039696,6.746311366,0.040319118,0.0722715
YDR531W,0.244936326,6.417867189,0.040345456,0.072296809
YDR415C,0.278766552,5.667535093,0.040672723,0.072861187
YNR047W,0.261824862,5.77735135,0.040751407,0.072980046
YOR077W,0.463269152,4.584457955,0.040824188,0.073088267
YLL009C,-0.310993893,5.401058799,0.040838958,0.073092594
YLR026C,0.25410425,6.202009633,0.041272902,0.073846918
YMR010W,0.288220778,6.484975813,0.041287976,0.073851557
YGL213C,0.268359937,6.492024913,0.041403273,0.074017338
YCL029C,0.297125043,5.669228106,0.041405676,0.074017338
YPL191C,0.407229261,4.446096456,0.041553548,0.074259239
YLR178C,0.364103905,7.287523892,0.042011274,0.075054563
YLR145W,0.588966999,4.632363055,0.042040527,0.075075658
YNR010W,0.536090232,3.840210415,0.042048459,0.075075658
YGL018C,0.409724306,4.618227984,0.042095245,0.075136521
YOR211C,0.335662943,6.126828889,0.042174556,0.075255382
YIL103W,-0.47510308,5.112181849,0.042247063,0.075362035
YPR163C,-0.205799742,8.807538464,0.042336317,0.07549849
YFR038W,0.29304829,5.847902608,0.042369373,0.075534672
YBR258C,0.489576083,4.301423064,0.042444983,0.075628925
YKL012W,0.335344656,6.343958109,0.042447804,0.075628925
YDL030W,0.415924831,5.378518212,0.042735433,0.076118469
YER033C,0.301967662,5.389138454,0.042768369,0.07615421
YIL003W,0.303821504,5.119687871,0.042788168,0.076166543
YML128C,0.240611326,7.611986207,0.042939908,0.076413665
YCR051W,-0.176342253,7.846857837,0.042972023,0.076447824
YOR347C,0.262496332,7.262847427,0.043083689,0.076623441
YOR144C,0.53897519,4.274410504,0.043119485,0.076664061
YJR088C,0.337818193,6.205839708,0.04339925,0.077138288
YFR044C,0.197036561,8.20243296,0.043437852,0.077183715
YNL162W-A,-1.692884434,1.322515823,0.043500775,0.077272316
YHR200W,0.199921111,8.32418192,0.043695664,0.07759521
YDL064W,0.34115279,5.671725152,0.043883632,0.077905609
YLR286C,-0.138268359,10.26326524,0.043896789,0.077905609
YDR254W,0.392349684,5.010565964,0.043912692,0.077910465
YHL001W,-0.244905078,8.839886029,0.044066985,0.078160776
YDR031W,0.652315706,4.124274503,0.044125596,0.078241281
YLR285W,0.292713472,6.337689642,0.044414871,0.078720602
YMR138W,0.392709292,4.585887127,0.044422526,0.078720602
YLR329W,0.740089542,3.078856284,0.044604483,0.079015939
YHR048W,0.332598636,5.474113758,0.044615895,0.079015939
YOL071W,0.329571229,5.122024444,0.044697558,0.079136879
YNL243W,0.244180769,8.394988723,0.044736519,0.079182167
YOL027C,0.277345158,6.799970576,0.044876239,0.079405714
YLR427W,0.255955605,6.715672152,0.045127492,0.079826419
YEL072W,0.516175417,3.992600208,0.045263112,0.08004239
YGR249W,-0.321408781,6.086480958,0.045321822,0.080122264
YLR357W,0.250575607,6.123541165,0.045370801,0.080184895
YLR068W,-0.742195071,3.986184795,0.045657659,0.080667772
YLR278C,0.216781124,6.933298141,0.045751471,0.080809389
YDL220C,0.380875962,5.315511599,0.045841159,0.080943639
YBR121C,-0.166547373,9.025160035,0.045902226,0.081027288
YGR074W,0.277747841,5.723107357,0.045972804,0.081127672
YDL123W,0.272023711,5.589274411,0.045997595,0.081147218
YJL053W,0.242466668,6.33677496,0.046097773,0.081299708
YNR041C,0.229609052,6.676453918,0.046114281,0.081304588
YDR438W,0.433029632,5.015626131,0.046212124,0.081452826
YNL083W,0.374135879,5.449919003,0.046242174,0.081465241
YKL127W,0.211828824,7.139288912,0.046246703,0.081465241
YDR492W,-0.447163705,6.683317552,0.046356382,0.08163414
YFL031W,0.291500107,7.939158567,0.046535409,0.081925027
YJL160C,0.689682955,4.477062887,0.046553538,0.081932566
YPL231W,-0.220183538,10.71066243,0.046600191,0.081990286
YHL029C,0.303797123,5.814020302,0.04661832,0.0819978
YOL103W,0.231979551,6.756522967,0.047034764,0.082705706
YNL245C,0.288199632,5.462660103,0.047064892,0.082734096
YBR279W,0.275360165,6.798579615,0.047104794,0.082779645
YMR083W,-0.170283749,8.914177898,0.047148909,0.08283257
YML104C,0.405190085,5.419082466,0.047178664,0.082853902
YLR033W,0.324236767,6.255983522,0.047189057,0.082853902
YJL221C,0.485686147,4.24544985,0.047294209,0.083008964
YIL172C,0.485684048,4.24544985,0.047305429,0.083008964
YMR242C,-0.245598298,9.570536148,0.047484045,0.083297685
YMR215W,-0.274023959,7.076530264,0.047627865,0.083525215
YJL062W-A,0.248931209,6.307735253,0.04765164,0.083542149
YBR149W,0.219963233,8.417941776,0.047729669,0.083654162
YER114C,0.228420476,6.706147644,0.047775864,0.08371033
YJL198W,0.235734656,7.470847907,0.047911963,0.083903402
YER173W,0.361157395,5.204188425,0.047914415,0.083903402
YDR500C,-0.161680594,9.694797072,0.047998357,0.084025526
YIL138C,0.334497768,6.186235736,0.048023852,0.084045293
YIL143C,0.28095463,6.523309563,0.048259898,0.084433418
YGR101W,0.323455254,5.699201016,0.048370696,0.084602248
YDR026C,0.282539784,6.14819702,0.048406725,0.084640246
YML088W,0.204001186,6.938083554,0.048443301,0.084664311
YEL049W,1.04938377,2.096365015,0.048449106,0.084664311
YIR014W,0.585558273,3.505143214,0.048468189,0.084672652
YOR363C,0.315973313,5.70639584,0.048521287,0.08473217
YFL027C,0.353521565,5.284607675,0.048530898,0.08473217
YJR084W,0.263319305,5.858724159,0.048800053,0.085176966
YNL058C,-0.258666523,6.352452738,0.049019145,0.085534143
YGL231C,0.207925152,7.065170519,0.049091073,0.085634398
YOR005C,0.359480846,5.672450049,0.049161207,0.085731465
YDR307W,0.274050955,5.771946742,0.049264856,0.085886904
YIL008W,0.333301269,5.581316247,0.049337541,0.085988285
YOR039W,0.239300367,6.304422373,0.049404343,0.086079358
YLR200W,0.323296209,5.703131229,0.04946515,0.086159932
YNR030W,0.243818118,6.142489577,0.049521644,0.086199559
YPL004C,0.166926818,10.03793941,0.049530987,0.086199559
YJR010C-A,0.417914969,4.575455453,0.049531604,0.086199559
YLR021W,0.31104694,5.336066902,0.049566154,0.086234324
YBL019W,0.431172309,4.704610063,0.049635024,0.086328758
YHR182W,0.413278417,4.870132232,0.049765765,0.086530718
YIL048W,0.251001584,6.718420303,0.049813958,0.086589069
YHR036W,0.403595692,5.005355556,0.049868335,0.086658131
YDR114C,0.661668717,3.466197326,0.049925832,0.086717832
YDR288W,0.382293889,4.641016246,0.049932002,0.086717832
YLR167W,-0.12973641,12.09487624,0.0501159,0.087011673
YKR048C,0.306279249,8.535805318,0.050139098,0.087026414
YLR204W,0.251056038,6.557755487,0.050169092,0.087052938
YGL169W,-0.43563918,5.329029057,0.050353675,0.087347609
YLR412W,0.330727144,5.702247474,0.050402149,0.087406071
YGR126W,-0.821473374,2.549081895,0.050430309,0.087429282
YOL142W,0.377381111,5.894664038,0.050575094,0.087654608
YDR489W,0.45968577,5.098155987,0.050671177,0.087795419
YDR189W,0.225794745,6.732289215,0.050912435,0.088171042
YGL054C,0.290795119,6.694349821,0.050917771,0.088171042
YPL250C,0.442755922,5.793133302,0.051004638,0.088295624
YDL093W,0.265367573,5.821443668,0.051082063,0.088403792
YGL202W,0.172371175,8.650411236,0.051148159,0.088492297
YNL107W,0.460239865,4.342482988,0.051340631,0.088799331
YPL194W,0.444862294,4.467783045,0.051570613,0.089171045
YDR223W,0.391830667,4.468391806,0.051916133,0.089742261
YJL092W,0.238883551,6.215519383,0.051951777,0.089777648
YGR238C,0.322446023,5.274729485,0.052004428,0.089842394
YGR058W,0.399831513,4.595248394,0.052102214,0.089985055
YDR061W,0.244771915,6.024637236,0.052127961,0.090003251
YJR153W,-0.563221206,3.642553284,0.052240695,0.0901699
YBR088C,0.262431148,6.014830956,0.052265976,0.0901699
YGR209C,0.16762926,8.449141973,0.052270197,0.0901699
YDR069C,0.279120988,5.329052769,0.052323803,0.090236067
YLR335W,0.206766608,7.231769992,0.052388325,0.090321013
YMR166C,0.315754565,5.057372993,0.052447977,0.090397519
YLR127C,0.354920122,5.568966648,0.052554869,0.090555376
YJR129C,-0.479598108,4.205563137,0.053007144,0.091308085
YGL041W-A,0.380395239,4.941046643,0.053188597,0.091593984
YHR175W-A,0.794610205,3.235268693,0.053263702,0.091696632
YIR004W,0.264326254,6.986553443,0.053451666,0.091993458
YOR085W,0.193831544,7.053319442,0.053506277,0.092060669
YIL155C,0.261099179,7.988214078,0.053556659,0.092120567
YML098W,0.292759623,5.90032252,0.053580641,0.092135034
YER112W,0.261545694,6.620850876,0.053712971,0.09233575
YNL178W,-0.159127017,10.98453383,0.053733611,0.092344402
YDR049W,0.448485645,5.729368261,0.053945428,0.092681503
YPL002C,0.390165814,4.837412935,0.054092822,0.092907758
YIL035C,0.2768789,6.59715456,0.05413682,0.092956345
YDL166C,0.283833696,6.138372791,0.054207699,0.093024382
YDL128W,0.208130838,7.448848675,0.054207887,0.093024382
YKR079C,-0.518751087,5.330080585,0.054292113,0.093141906
YKL132C,0.423242704,4.551062381,0.054408303,0.093314183
YDR063W,0.300681462,5.898335973,0.054457842,0.093372082
YPL183C,-0.490488158,5.42271323,0.054663954,0.093698324
YMR261C,0.189488349,7.915701038,0.054756503,0.093829779
YPL014W,0.322623579,5.893160959,0.054773207,0.093831229
YBR194W,0.517173862,3.839540019,0.054961373,0.094126322
YPL274W,0.248310921,6.730379565,0.054977673,0.094126995
YML021C,0.275620113,5.472738754,0.05521878,0.094497848
YPR017C,0.302250104,5.12628604,0.055226222,0.094497848
YNL154C,-0.172603961,7.949358961,0.055299513,0.094595899
YDR244W,0.255957099,6.255071103,0.055597099,0.095077468
YML043C,-1.065025025,3.164439553,0.055680499,0.095192578
YOR067C,0.33900434,6.478388856,0.055820076,0.095403637
YDR410C,0.353245347,5.421202679,0.056042314,0.095755811
YGL254W,0.372371476,4.905682552,0.056117694,0.095856428
YHR025W,-0.232769261,8.117686168,0.056133602,0.095856428
YIL068C,0.274577559,6.165598764,0.056179847,0.095907719
YML041C,0.412706983,4.616749669,0.056381094,0.096223516
YDR505C,0.307758029,6.464723334,0.056590832,0.09655362
YER102W,-0.19770564,10.20520476,0.056671958,0.096664161
YFL034C-A,-0.451345364,5.717233861,0.056701746,0.096687099
YPL001W,0.428609298,4.65201367,0.056738555,0.096721991
YLR390W,0.301494956,5.22199867,0.056755567,0.096723125
YLR253W,0.216534471,6.522680902,0.056842652,0.096843643
YOL076W,-0.49210589,4.938706506,0.056864919,0.096853692
YDR464W,0.271517025,5.947402684,0.057209384,0.097412353
YLL041C,0.252680275,6.950981451,0.057385195,0.097683602
YGL216W,0.246905811,5.873292896,0.057425244,0.097723661
YHR038W,0.461210339,4.362855257,0.05763534,0.098052992
YLR361C-A,0.45249002,4.594295318,0.057677424,0.098096384
YGR188C,0.579376545,3.741867149,0.057794539,0.098267324
YML020W,0.362647197,5.805140094,0.057903589,0.098424457
YGL068W,-0.19923586,6.808851773,0.0579931,0.098548298
YEL013W,0.23339403,6.624018036,0.058117823,0.098731887
YDR276C,0.168378901,8.651457048,0.058305473,0.09902224
YOL103W-A,1.701993466,5.965296129,0.058366343,0.099097173
YER026C,0.231664331,7.853914182,0.05849472,0.099286649
YFL022C,-0.175545696,8.071918287,0.058586627,0.09941413
YBR028C,-0.29781913,5.590740631,0.0586404,0.099476848
YHR103W,0.266400419,6.680676802,0.058690694,0.099533631
YJL112W,0.231594435,6.189107443,0.058827011,0.099736225
YKL058W,0.261818741,6.270211363,0.058934251,0.099889419
YNL143C,0.727588635,3.302535594,0.05901031,0.099962162
YDR381W,-0.241212999,7.694350775,0.059010957,0.099962162
YER116C,0.311267372,5.482969078,0.059334962,0.100470509
YLR199C,0.300526059,5.23886172,0.059345011,0.100470509
YDR317W,0.5684662,3.979830747,0.059632095,0.100927661
YBR216C,0.283934361,5.415594064,0.059818626,0.101214416
YHR055C,-0.259645,7.163473749,0.059853183,0.101243934
YHR053C,-0.259644082,7.163473749,0.059881163,0.101262315
YNL033W,1.806993677,3.353906086,0.059943689,0.101339088
YBR164C,0.240119639,6.452260336,0.060094384,0.101564831
YGR005C,0.213055229,7.197548719,0.060307984,0.101896727
YMR025W,0.605996705,3.361735188,0.060372403,0.101976452
YHR144C,-0.455756402,4.611927799,0.060543754,0.102236698
YDL211C,0.417833805,4.609680184,0.060697083,0.102466374
YGL263W,0.579810538,3.382455217,0.060796962,0.102605712
YER130C,-0.314068314,6.001269509,0.061208396,0.103270624
YMR080C,-0.1819648,7.124687405,0.06126343,0.103334012
YOR185C,0.304474999,5.919589824,0.061304427,0.103373694
YGL097W,0.189644281,7.16929396,0.061434832,0.103564074
YMR259C,-0.426914825,5.65578276,0.061458384,0.10357427
YLR039C,0.349582853,5.69984104,0.061650026,0.103867654
YLR436C,0.27306658,7.074662622,0.061879525,0.104224637
YOR207C,-0.21126276,7.192622513,0.061957405,0.104326114
YJL134W,0.227288217,6.507329142,0.062044339,0.104442775
YPL258C,0.43777792,4.279065127,0.062095144,0.104498569
YIL009W,-0.402092356,5.818753551,0.062246027,0.104722701
YML061C,0.262644534,5.706508467,0.062442401,0.105005745
